name,vat,street,street2,city,zip,phone,mobile,email,is_company,customer_rank
RIYANSH CHEM,27BORPS9218E2ZB,"54 VIJAY APARTMENT,, DARUWALA COMPOUND,OFF S.V.ROAD,",MALAD WEST,MUMBAI,400064,,9619233997 PARIKH SHAH,purchase.riyanshchem@gmail.com,True,1
RL FINE CHEM PVT.LTD.,29AAFCR4326L1Z0,"15,KHB INDL AREA, YELAHANKA",BANGALORE,BANGALORE,560064,91-80-42488979/42488984/42488985,,purchase2@rlfinechem.com,True,1
ROBERTET GOLDFIELD (INDIA) PVT LTD,30AAGCG1917R1ZG,"PLOT NO.85-86,, PILERNE INDUSTRIAL ESTAT","PILERNE,BARDEZ,SALIGAO",GOA,403511,022-62288913,,geeta.patiil@robertet-goldfild.com,True,1
ROBIN CHEMICALS PVT.LTD,27AABCR0380E2ZO,"PLOT NO.R-546,, TTC INDUSTRIAL AREA,","MIDC RABALE,",NAVI MUMBAI,400701,,9821037731,,True,1
ROCKHARD POLYCOATS PVT LTD,27AAJCR3146C1ZJ,"C-503, PARK AVENUE CO-OPERATIVE SOCIETY, INDRAYANI NAGAR,",BHOSARI,PUNE,411026,,9822167282,purchase.rockhard@gmail.com,True,1
ROHAN CHEM,27CCEPS8971G1ZZ,"12 B/4,SION SINDHI COLONY,, OPP.S.I.E.S.COLLEGE,","SION (W),",MUMBAI,400022,9324087858,,rohanshah1205@gmail.com,True,1
ROHDIS AROMATICS,27AAIFR6367F1ZV,"Above Bhakti Dham Temple,Opp., Municipal School, Samata Colony,","Pant Nagar, Ghatkopar (East)",Mumbai,400075,21023280/2270,,rohdis@hotmail.com,True,1
ROHIN EXIM,27AKLPB0631P1Z2,"B 503, PANCHSHEEL GARDENS,MAHAVIR NAGAR,, KANDIVALI WEST",MUMBAI,MUMBAI,400067,,8425995111/9702781479,rohinexim@gmail.com,True,1
ROMA AROMAS,27AARFR5868C1ZO,"D-21, 3RD FLOOR, MINERVA INDUSTRIAL, ESTATE, HAY BUNDER ROAD,",SEWREE (E),MUMBAI,400015,24132120/23,,roma@viijaygroup.com,True,1
ROMA AROMATICS,,"D-21/B,MINERVA INDUSTRIAL ESTATE,, 3 RD FLR,HAY BUNDER ROAD,","SEWREE (E),",MUMBAI,400015,91-22-24332120/23,,roma@vijaygroup.com,True,1
RONAK CHEMICALS,24AACFR3151K1ZC,"PLOT NO.4709/1 G.I.D.C ESTATE, NEAR SUN PHARMACEUTICALS INDUSTRIES LTD",DIST;BHARUCH,ANKLESHWAR,393002,02646-223517,,ronak@ronakchemicals.com,True,1
ROSE SOLVENT PVT.LTD,,"105,BHARUCH SADAN,, 84-A,DEVJI RATNASHI MARG,",MASJID BUNDER (EAST),MUMBAI,400009,22-6312440/67434444,,,True,1
ROSSARI BIOTECH LTD,26AAECR4325G1ZJ,"PLOT NO.10 & 11,SURVEY N0.90/1/10 &, 90/1/11/1,KUMBHARWADI,",VALLAGE NAROLI,SULVASSA,396235,0260-6693000,,purchase1.ho@rossarimail.com,True,1
ROTO POLYMERS AND CHEMICALS,33AADFR9524K1ZZ,"63,REDDIPALAYAM ROAD,, MUGAPPAIR WEST,",CHENNAI,CHENNAI,600037,26248365/26521664,26880264/48   FAX-765,rotopolymer@yahoo.com,True,1
ROTOPOLYMERS AND CHEMICALS,33AADFR9524K1ZZ,"NO.125,S.NO.8/1 & 10/2B,, ORAKKADU VILLAGE,SHOLAVARAM,","PONNERI TALUK,THIRUVALLUR DIST.,",CHENNAI,600067,,9444041660,rotopolymer@yahoo.com,True,1
ROYAL PHARMA,27ADAPM1284H1ZN,"PLOT NO.N-79,MIDC INDUSTRIAL AREA,, TARAPUR, BOISAR",,PALGHAR,401506,02525-661098/661037,,purchase@royalpharma.in,True,1
ROYAL SYNTHETICS,27AADFR3102K1ZE,"405,PALM SPRING COMPLEX,, ABOVE CROMA,MALAD LINK ROAD,","MALAD (W),",MUMBAI,400064,40038401/2/3,9322686874,sales@royalsynthetics.in,True,1
ROYAL SYNTHETICS(OMKAR WARE HOUSE),27AADFR3102K1ZE,"JAY BHAGWAN COMPLEX,, GALA NO M-1,OPP CHOWDGARY COMPOUND","PURNA VILLAGE,BHIWANDI",THANE,421302,,,,True,1
ROYALAC PAINTS LLP,27AAZFR4022Q1ZB,"1862, DATTA NAGAR, MOI ROAD,, VILLAGE KURUALI",CHAKAN TALUKA KHED,PUNE,410601,9,9120857922,,True,1
RPG LIFE SCIENCES LIMITED,27AADCR8060K1Z1,"RPG HOUSE, 463,DR. A.B.ROAD, RPG HOUSE WORLI",MUMBAI,WORLI,400030,022-27831252,,,True,1
RSD POLYMERS PRIVATE LIMITED,27AAECR1821P1Z3,"D 12/4 MIDC, LOTE PARSHURAM",TAL.KHED,DIST.RATNAGIRI,415722,7304241109,7304241109,purchase@rsdpolymers.com,True,1
RSJ INDUSTRIES,24AAEFR7272D1ZB,"10/11 G.I.D.C. AREA, PHASE-I",VATVA,AHMEDABAD,382445,40020571,98255 21089,rsjindustries@yahoo.in,True,1
RUCHAK CHEMICALS,27AANPS0944A1ZR,"D-4/405,SHREYASH,, SARVODAY PARSHWA NAGAR",MULUND (W),MUMBAI,400080,66313270,,info@ruchakchemicals.com,True,1
RUCHI PESTO CHEM INDIA PVT.LTD,27AAACR9948P1ZF,"26/1/1A,, KONDHWA BUDRUCK",,PUNE,411048,,,ruchichem@hotmail.com,True,1
RUCHIT ENTERPRISE,,"A/401,KALLASH JYOT NO.2,, ABOVE CORPORATION BANK,","DERABASI LANE,GHATKOPAR",MUMBAI,400077,25002323/25112307,,,True,1
RUI LABORATORIES PVT LTD,37AAICR6236N1ZR,"PLOT NO.4J-4K,INDUSTRIAL PARK,, DE-NOTIFIED AREA,ACHUTAPURAM,","GIRJAPALEM (V),RAMBILI (M),",VISAKHAPATNAM,531011,,,,True,1
RUMIT CHEMISYNTH PRIVATE LIMITED,27AAICR7623K1ZX,"405, KALIANDAS UDYOG BHAVAN,, NEAR CENTURY BAZAR,",PRABHADEVI MUMBAI,MUMBAI,400025,,61418100,asit@rumit.in,True,1
RUMIT INTERNATIONAL,27AAAFR0412P1Z8,"405,KALIANDAS UDYOG BHAVAN, NEAR CENTURY BAZAR",PRABHADEVI,MUMBAI,400025,61418100,,logistic@rumit.in,True,1
RUMIT LIFECARE,27AAKFR5935M1ZI,"406,KALIANDAS UDYOG BHAVAN, NEAR CENTURY BAZAR","PRABHADEVI,",MUMBAI,400025,61418100,MAHESH BHAI -9821175607,export@rumit.in,True,1
RUSABH RAAJ COATINGS,27AFUPD2308H1ZH,"501,DEV KRUPA APARTMENT, DAULAT NAGAR,NO.9",BORIVALI- EAST,MUMBAI,400066,9821585865,,,True,1
RUSHABH CHEMICALS,,"D/13,GURUMILAN,, 3RD FLR,DR.R.P.ROAD,","OPP.TILAK NAGAR POST OFFICE,",DOMBIVLI (E),421201,66312671,8097129954,,True,1
RUSHABH RASAYAN,,"B/B 202,SAURABH APT.,, JAIN MANDIR ROAD,","SARVODAYA NAGAR,MULUND (W),",MUMBAI,400080,022-25643282,09769551197,rushabhrasayan@hotmail.com,True,1
S & S DISTRIBUTORS,27AAIPP5274F1ZG,"B-81,STATION PLAZA, BHANDUP (W)",,MUMBAI,400078,9920945709,,,True,1
S & S POLYMERS,29ADAPP6996R1ZA,"NO.26,1ST CROSS, SOMESHWARA TEMPLE STREET",BILEKAHALLI,BANGALORE,560076,9845401188,YOGESH A/C+91 9036060333,solutions@sspoly.com,True,1
S A ENTERPRISES,,"C-106,ROOP DARSHAN SOCIETY,, OFF.GULMOHAR ROAD,","ANDHERI (W),",MUMBAI,400058,022-24055518/24055519,,,True,1
S G FRAGRANCE HOUSE,27AAMPW6072A1ZH,"381/A Narrottam Wadi, 14/A-1st Floor,, Kalbadevi Road, Mumbai",Mumbai,Mumbai,400002,,022 2205 2005,gaurav_wadera@hotmail.com,True,1
S KANT HEALTHCARE LTD,24AAECS5406P1Z3,"PLOT NO.1802-1805, G.I.D.C.,","PHASE-III,",VAPI,396195,0260-2422516/7/8/66227525,,varun.zota@sk1932.com,True,1
S KUSHALCHAND INTERNATIONAL PVT LTD,27ABACS0805P1Z6,"16TH FLOOR, 1601 G-WING,, LOTUS CORPORATE PARK, OFF JAI COACH","SIGNAL, W.E.HIGHWAY,",GOREGAON,400063,022 4286 6600/022 4286 6622,,info@skushalchand.com,True,1
S M DYE CHEM INDUSTRIES,24AADFS3064R1ZS,"240/3,PHASE-II,, G.I.D.C. VATVA,",,AHMEDABAD,382445,,,,True,1
S R PRINTING INKS,27ABGPH3623K1ZO,"Patil Industrial  Area ,, Unit no.-2, Sonarpada,Kalyan shil road,","Behind Indruprastha Hotel ,Dombivli (E)",Dombivli (E),421204,07045251088.,09930501955,,True,1
S S RESINS PVT.LTD.,09AAKCS5947F1ZW,"H-13-25-26,PANKI SITE-1, KANPUR (U.P.)",INDIA,KANPUR,208028,0512-2692015,09415133893,ssresin@gmail.com,True,1
S.J.CHEMICALS PVT LTD,19AAECS5339R1ZI,"16,BONFIELD LANE, KOLKATTA",,KOLKATTA,700001,2213-5578/22318260,,sjchem11@gmail.com,True,1
S.JASWANTLAL & CO,,"C/O SHREE STORAGE, JAIRAM COMPOUND","OPP.RAHNAL BUS STOP,REHNAL BUS STOP",BHIWANDI,421302,,,,True,1
S.JASWANTLAL & CO.,27AABFS3370G1ZA,"98,S.GANDHI MARG, MANSOOR BUILDING,3RD FLOOR,",ROOM NO.41 & 42,MUMBAI,400002,66312248/49795503,9820074081,rbvora2003@gmail.com,True,1
S.K. AGARWAL,27ABGPA4816M2ZL,"31ST OLD POST OFFICE LANE, KALBADEVI ROAD",MUMBAI,MUMBAI,400002,,,,True,1
S.K.CHEMICAL INDUS.(MUMBAI) PVT.LTD,27AAFCS8416C1ZF,"S-43,TARAPUR MIDC,, NEAR 70 BUNGLOW,KARAMTARA ROAD,","BOISAR (WEST),DIST-PALGHAR",BOISAR WEST,401506,,9321142025,pathik@skci.in,True,1
S.K.FLAVOURS & FRAGRANCES,27AANFS4360G1ZY,"J/138-1,MIDC,, TARAPUR,","DIST-PALGHAR,",BOISAR,401506,02525-661188,,purchase@skff.co.in,True,1
S.K.FLORESCENCES PVT.LTD,07AAMCS4365D1Z8,"S-4,BADLI INDUSTRIAL AREA,, PHASE-1,","BADLI,",NEW DELHI,110042,91-11-27891607,,skflorescences@gmail.com,True,1
S.K.TRADING  COMPANY,27BDJPD0600G1Z6,"GALA NO.3 SABBIR COMPOUND YADAV, NAGER KHERANI ROAD,",SAKINAKA,MUMBAI,400072,,9324706171,cpdubey1988@gmail.com,True,1
S.R.MARKETING,08AGPPJ3121N1Z4,"BEHINED SANGAM SAMAROTH STHEL, MADANGANJ-KISANGARH",DIST ; AJMER,RAJASTHAN,,01463-512622,,akshay_kishangarh@yahoo.co.in,True,1
S.S. ORGANICS LTD.,36AADCS2216C1ZW,"Survey No. 252/1, Aroor Village,, Sadasivapet Mandal","SangareddY District, T.S.",SangareddY,502291,040-23355938/23353690,9676561678,purchase@ssorganics.co.in,True,1
S.S.CHEMICALS,27ACHFS7389B1ZR,"3,HARESH CHAMBER,, 1ST FLOOR,313/319,","SAMUEL STREET,MASJID BUNDER (W),",MUMBAI,400003,66312233/66318132,,sschemicals14@yahoo.com,True,1
S.V.S. TRADERS,,"2,UTTAM VILLA,, 321-E,DR.B.AMBEDKAR ROAD,","MATUNGA,",MUMBAI,400019,24145644,,svsvk@ymail.com,True,1
SAAM ENTERPRISES,27AESPJ5477J1ZQ,"5TH FLOOR,A-503,, REYA APARTMENT,SR NO.120A,120B F","PL NO.545,PARVATI SINHGAD ROAD,",PUNE,411030,,,,True,1
SAARPLAST INDUSTRIES,24ADDFS8093B1Z4,"1ST PHASE, SHED NO. 1/2, PLOTNO.70/9, J TYPE AREA, B/H TATA MOTOR SERVICE","CENTER , G.I.D.C. VAPI",VAPI,396195,,9879913826,solankihitesh5217@gmail.com,True,1
SABOO COATINGS PRIVATE LIMITED,03AACCS9993B1ZA,"HAIBATPUR ROAD,, DERABASSI",MOHALI,PUNJAB,140507,91.1762.522101/522104,,,True,1
SACHEEROME PVT.LTD,07AACCS2354Q1ZY,"F-89/4/2,, OKHLA INDUSTRIAL AREA PHASE-1,",,NEW DELHI,110020,91-11-47311111,,purchase@sacheerome.com,True,1
SACHIN CHEMICALS,27ADRPM4657P1ZI,"304,SURAKASHA BLDG, PLOT NO.14, NR.NORTH KENERABANK,SECTOR NO.1,",KANDIVALI (W),MUMBAI,400067,42505678(30 LINE),,sachinchemicals@gmail.com,True,1
SADHANA CHEMICALS,27AFBPB0478B1Z3,"B-201,SHREE LAXMI CHS., PATEL NAGAR,",KANDIVALI (W),MUMBAI,400067,65133010,,sadhanachemical@gmail.com,True,1
SADHANA NITRO CHEM LIMITED,,"PLOT NO.47,, MIDC INDUSTRIAL AREA,","ROHA,",DIST.RAIGAD,,66604881/85,,sncrm@sncl.com,True,1
SAFEGUARD FIRE PROTECTIONS PVT LTD,07AAQCS6209N1ZO,"H.NO.03,BLK-B,, GROUND FLOOR,","MANGOLPURI INDL.AREA,PHASE-2",DELHI,110083,26731501/03,9820097586,rapco51@hotmail.com,True,1
SAGAR CORPORATION,27AACHK2405B1ZX,"42/44,V.V.CHANDAN STREET,1ST FLOOR,, ROOM NO.7, VADGADI, MASJID BUNDER (W)",MUMBAI,MUMBAI,400003,022-67702228,,info@sagarcorporation.in,True,1
SAGAR PAINTS,27ACNPT7159C1Z5,"H1 A, SR NO 174, H NO 2,, SHALIMAR INDUSTRIAL IND ESTATE,","WAKAN PADA, PELHAR NALASOPARA EAST",MUMBAI,401208,,9619077086,,True,1
SAGAR WAREHOUSING CO.,27AAKFR5935M1ZI,"GLOBAL WAREHOUSING , SURVEY NO.182, GALA E/2, OPP. KASTURI COMPLEX ANJUR","PHATA ROAD, REHNAL VILLAGE",BHIWANDI,421302,,,,True,1
SAHAJ EXPORTS,27AAXPT0914D1ZG,"A-32/208,YOGI PARK, YOGI NAGAR,","EKSAR RAOD,BORIVALI (W)",MUMBAI,400091,,,sahajexports7777@gmail.com,True,1
SAHARA TRADERS,,", ",,MUMBAI,,,,,True,1
SAHASTRAA EXPORTS PVT.LTD,,"6TH FLR,NAVKAR PLAZA,, BAJAJ ROAD,","VILE PARLE (WEST),",MUMBAI,400056,67879700,,info@sahastraa.com,True,1
SAHITHI DRUGS & INTERMEDIATES PVT LTD,29AAKCS5352G1Z1,"108 (B) & 109,GADWANTHI VILLAGE,, KIADB,",HUMNABAD,KARNATAKA,585330,7337551966,,purchase.sahithidi@gmail.com,True,1
SAHYADRI ENTERPRISES,,"GAT NO.118/B, GAIKWAD VASTI,","CHIMBLI, TAL KHED",DIST ; PUNE,,27423026,09822455282,sahyadrienterprises@yahoo.com,True,1
SAI LIFE SCIENCES LIMITED,29AAECS6143F1ZA,"UNIT-IV P NO.79-B, 80-A,80-B, 81-A & 82, KOLHAR INDUSTRIAL AREA",BIDAR KA,BIDAR KA,585403,91-40-33156199,,,True,1
SAI PAINTS & CHEMICALS,06ABLFS6071K1ZP,"PLOT NO. 80, NEW DLF INDUSTRIAL AREA, FARIDABAD",,FARIDABAD,121003,,,,True,1
SAI RAM CHEMICALS,37ACEFS1922P1ZP,"PLOT NO.80C,, JNPC,","PARAWADA,",VISAKHAPATNAM,531019,,8008559057,satya.g@aktinos.in,True,1
SAI VISION CHEM (I) PVT.LTD,24AAPCS5875D1Z0,"PLOT NO.2912,, PHASE-III","G.I.D.C.: ANKLESHWAR,DIST ;BHARUCH",PANOLI,394116,9904409912,9898031012,saivisionchem@gmail.com,True,1
SAIBA AGENCIES,27AFZPS3284E1ZQ,"SUDARSHAN , 1 ST FLOOR, 4, POSTAL COLONY",CHEMBUR (EAST),MUMBAI,400071,24224891,9324024891,saibaagencies@gmail.com,True,1
SAKATA INX (INDIA) PRIVATE LIMITED,08AACCS4797D1Z4,"B-1245 & 1246,, RIICO INDUSTRIAL AREA,","GHATAL,",BHIWADI,301019,0091-124-4803300,,gurgaon@sakataindia.com,True,1
SAKSHI CHEM SCIENCES PVT. LTD.,27AARCS2821H1Z4,"C-91,92,93, MIDC BUTIBORI",,NAGPUR,440012,07126617716,9422146423,enquiry@sakshichemsciences.com,True,1
SAKSHI CHEM SCIENCES PVT.LTD,27AARCS2821H1Z4,"C-91,92,93,, MIDC BUTIBORI,",,NAGPUR,440012,91-712-6617716,09422146423,enquiry@sakshichemsciences.com,True,1
SAKSHI COATING PVT LTD,27AAZCS5526M1ZD,"PLOT NO.PAP-R-563,, R BLOCK RABALE.","MIDC,TTC INDL AREA",NAVI MUMBAI,400701,9867143094 / 8850757392,9867143094 / 8850757392,sakshihitech@gmail.com,True,1
SAKSHI HI TECH ENGINEERING,27BDLPS4019J1Z5,"UNIT NO.02, OPP.MHATRE COMPOUND,, GOTHIVALLI ROAD, NEAR KHADAN TALAB,","RABALE ,",NAVI MUMBAI,400701,,,,True,1
SALICYLATES & CHEMICALS PVT.LTD,,", ",,,,,,,True,1
SALICYLATES & CHEMICALS PVT.LTD.,36AACCS8670F1Z5,"A-25 ROAD NO.18, IDA NACHARAM,, HYDERABAD",,HYDERABAD,500076,,9821211274,mumbaioffice@salicylates.net,True,1
SAM CHEMICALS,,"SCF  272,FIRST FLOOR,, MOTOR MARKET",MANIMJARA,CHANDIGARH,160101,0172-4629600,09356420206,samchemicals@gmail.com,True,1
SAM FINE O CHEM LIMITED,24AAJCS2469P1ZP,"SURVEY NO.47,HADAMTALA IND.AREA,, RAJKOT GONDAL N.HIGHWAY,",TALUKA GONDAL,DIST:RAJKOT,,28900066/67,Patil-9987660005,brpatil@samfinechem.com,True,1
SAM LIFE SCIENCES PVT LTD,,"PLOT NO.D-81, M.I.D.C. SUPA-PARNER INDUSTRIAL AREA,",HANGA TAL-PARNER,DIST-AHMEDNAGAR,414301,,,info@samlife.in,True,1
SAM ORGANICS LTD,27AAACS7310Q1Z0,"SHAYM VILLA, SAPTA, SINDHU COMPOUND","ROKADIA LANE,BORIVALI (W)",MUMBAI,400092,28900066/77/88,9987660005,,True,1
SAMARTH INDUSTRIES,27ADBFS2496Q1ZA,"B/-7/26, M.I.D.C. MIRAJ","MIRAJ BLOCK, DIST SANGLI",SANGLI,,,,ajit@samarthind.in,True,1
SAMARTH LOGISTICS,27AJOPA7060R1ZL,", ",,,,,9822567111,,True,1
SAMBHAV IMPEX,24CCHPD2537A1ZB,"FIFTH FLOOR,D-504 SATVA,PPCC GROUND,, PLOT NO-60,TP NO 06 ,","NR,SHANTIVAN BUSSTOP, PALDI",AHMEDABAD,380007,,8000275777,info@sambhavimpex.in,True,1
SAMIKSHA ENTERPRISES,27DCNPS4999Q1Z0,"GATE NO.1339,, NEAR KWALITY PLASTIC IND,","PRIYANKA NAGAR,SAISATYAM PARK,","WAGHOLI,PUNE",412207,07350338815/07722001935,07350338815/07722001935,samikshaenterprises9@gmail.com,True,1
SAMIR INTERNATIONAL,27ABSPV9210E1Z8,"A-7 B-6-7-8,, RAJ INDUSTRIAL ESTATE,","DHUMAL NAGAR,VASAI (EAST),",DIST.THANE,401208,,,samirinternational@gmail.com,True,1
SAMIR PHARMA,27AAEPV4503B1Z0,"GODOWN NO .4, PAWAR ROADWAYS,, DALMILL COMPOUND,","PURNA VILLAGE, BHIWANDI",THANE,421302,28902513,,mailsamirpharma@yahoo.co.in,True,1
SAMPATTI LABORATORIES PVT LTD,,"B/7,JUHU APT, JUHU ROAD",SANTACRUZ (W),MUMBAI,400049,26613757,,sampatti.ho@gmail.com,True,1
SAMUH CHEMICALS,27AAMFS8514K1ZM,"W-101, M.I.D.C,PHASE-II,, MANPADA ROAD,","DOMBIVALI EAST,",DIST.THANE,421204,0251-6570847,,samuh@vsnl.com,True,1
SANDISH ADDITIVES PVT.LTD.,27AAACO8210H1ZM,"B-155, M.I.D.C. WAI,, DIST. SATARA",,SATARA,412803,,,,True,1
SANDOZ PRIVATE LIMITED,,"API MAHAD-M001, L-1,ADDITIONAL PHASE",M.I.D.C. MAHAD,DIST;RAIGAD,402301,,,anshul-1.agrawal@sandoz.com,True,1
SANE CHEMICALS,27AAMPM7144F1ZI,"GR FLR /02 B, DIVYA SATKAR,GAURAV GARDEN, COMPLEX, 96-97 BUNDER PAKHADI ROAD,","NEAR HINDUSTAN NAKA,KANDIVALI WEST,",MUMBAI,400067,,98202 97437,jiteshsanechem@gmail.com,True,1
SANGHAVI INDUSTRIES PVT.LTD,36AACCS1803J2ZI,"D-46,IDA,, PHASE-IV EXTN,","JEEDIMETLA,",HYDERABAD,500055,9140-23086631/33/5964,,karthik.srinivas.work@gmail.com,True,1
SANGHVI AGRI SERVICES,,"7/8,PANDEV SANKUL, MUMBAI AGRA ROAD","PIMPALGAON (B),TAL;NIPHAD",NASIK,422209,,,,True,1
SANGHVI CHEMICALS,27AWVPS4856R1Z0,"9TH FLOOR, A/906,, DIVYA PARSHWA APRT.","HARIDAS NAGAR, BORIVALI (W),",MUMBAI,400092,,"9029000081,9224340081",sanghvichemicals@gmail.com,True,1
SANGHVI CHEMICALS-SAI W/H,27AWVPS4856R1Z0,"SAI WAREHOUSE AND TRANSPORT, ( NEW )GALA NO.6, MANISH ESTATE,",CHUDHARY COMPD NR. PARAS W.H. PURNA VILL,BHIWANDI THANE,421302,,,,True,1
SANGHVI QUALITY PRODUCTS PVT LTD,27AAGCS2335F1ZI,"85/87,INDUSTRIAL ESTATE NO.2,, BARSHI,DIST:SOLAPUR",,SOLAPUR,413411,,,dgirish93@gmail.com,True,1
SANJAY CHEMICAL (INDIA) PVT.LTD.,36AAFCS2929E1ZE,"PLOT NO.5, SY .NO.341 & 342,, PHASE-1, IDA PASHAMYLARAM","SANGAREDDY DISTRICT, PASHAMYLARAM",SANGAREDDY,502307,,,,True,1
SANJAY CHEMICALS (INDIA ) PVT LTD,27AAFCS2929E1ZD,"B/4,GAYATRI COMPLEX, GROUND FLOOR,, GODOWN , NO. 1,2 AND 3, NEAR SAGAR","WAREHOUSE , PURNA VILLAGE BHIWANDI",BHIWANDI,421302,,,,True,1
SANJAY CHEMICALS (INDIA) PVT LTD,27AAFCS2929E1ZD,"G-1,5 TH FLR,KANMOOR HOUSE CONDOMINIUM', 281/287,NARSHI NATHA STREET,",MASJID,MUMBAI,400009,40361100/23754334/5/6,cform@sanjaychem.com,logistic_billing@sanjaychemindia.com,True,1
SANJAY CHEMICALS (INDIA) PVT.LTD,25AAFCS2929E1ZH,"NO.5,1ST FLR,, SARASWATI BUILDING,","PLOT NO.591,WARD-12 C,",GANDHIDHAM,370201,40361100/23754334/335/336,,,True,1
SANJAY CHEMICALS (INDIA) PVT.LTD.,36AAFCS2929E1ZE,"SHED NO.5-68,PLOT NO.214,215,230,231,, SY NO.170 PART,DOOLAPALLY VILLAGE,","IDA,JEEDIMETLA,RANGA REDDY DIST",TELANGANA,500055,040-27890972/3/4/5/6,,cform@sanjaychemindia.com,True,1
SANJAY CHEMICALS INDIA PVT.LTD.,36AAFCS2929E1ZE,"2ND , FLOOR, 1-8-206, MASETTY PLAZA ,, P.G.ROAD, SEUNDERABAD,",HYDERABAD,TELANGANA,500003,,,,True,1
SANJAY TRADING CO.,27AAFPV0270N1ZA,"305 -B, SPECTRUM TOWER,, M.P. VAIDYA LANE,","TILAK RD, GHATKOPAR (E)",MUMBAI,400077,,9892246949,,True,1
SANVY RESINS & COATINGS PVT.LTD,27AADCS8122R1ZR,"C-153,T.T.C.INDUSTRIAL AREA,, (CHEMICAL ZONE)BEHIND KRISHNA STEEL CO.","M.I.D.C.PAWNE VILLAGE,DIST:THANE,",NAVI MUMBAI,400705,28599527,,sanvyresin@gmail.com,True,1
SAPNA CHEMICALS,24ABTPS0598M1ZQ,"3/A, SANKALP COMPLEX,, MARI MATA/S LANE, RAJ MAHAL ROAD,",VADODARA,,390001,91-265-2414320,,sapnachem95@gmail.com,True,1
SARA EXPORTS LTD,09AABCS7170F1ZA,"PLOT NO.35,35/1 & 36,, SOUTH SIDE OF G.T.ROAD,","INDUSTRIAL AREA,",GHAZIABAD,201009,0120-4198900,,info@globusharmachem.com,True,1
SARAF CHEMICALS,27ANRPS9847D1Z6,"302,RAUT CHAMBERS,, 3RD FLOOR,340/42,","SAMUEL STREET,",MUMBAI,400003,23438737/66312113,,sarafrohit@hotmail.com,True,1
SARASWATI CHEMICAL CORPORATION,27AAIPT1445Q1Z0,"O2,B-1102,MINERVA INDUSTRIAL ESTATE,, OPP.ASHA NAGAR, PLOT NO :23/24,","NAHUR VILLAGE,MULUND (W),",MUMBAI,400080,23450725/27/28,,ritesh@saraswatichemical.in,True,1
SAREX OVERSEAS,,"N-131,M.I.D.C.,, KUMBAVALI NAKA,","BOISAR,TARAPUR,",DIST.THANE,401506,,,,True,1
SARTHAK,,"56 LK MADHUBAN  COLONY, BH PRATAPPUR",INDUSTESTEMEERUT,MEERUT,250002,,,,True,1
SARVODAYA CHEMICAL,27AAAPM9569N1ZW,"23,KESHAVJI NAILK ROAD, 49/A,LAXMI SADAN,GROUND FLOOR",Masjid West,MUMBAI,400009,40115783,,kalpesh@speediipl.com,True,1
SATELLITE PHARMACEUTICALS PVT.LTD,27AAGCS7317D1ZE,"PLOT NO.B-40,, M.I.D.C.PAITHAN,",DIST:AURANGABAD,AURANGABAD,431148,02431-232013-022-617775000\25284023\24,,satellitepharma@gmail.com,True,1
SATYADEVA PHARMACEUTICALS PVT.LTD,36AAFCS6182F1Z7,"PLOT NO.19 TO 28,, PHASE-II,IDA,","PASHAMYLARAM,",MEDAK (DIST),502307,040-23740698,,satyadevapharma@hotmail.com,True,1
SATYAJIT CHEMICALS PVT LTD,,"A-81, M.I.D.C, TALOJA",,DIST; RAIGAD,,61331900,,info@satyait.co,True,1
SAURAV CHEMICALS LIMITE,,", ",,,,,,udsingh@sauravchemicals.com,True,1
SAURAV CHEMICALS LIMITED,,"VILL:BHAGWANPURA,, DERABASSI-BARWALA ROAD,","DERABASSI,DIST:MOHALI,",PUNJAB,,,,purchase@sauravchemicals.com,True,1
SB SUPERFINE COATINGS,27CNQPK6997P1ZJ,"PLOT NO. 338, VANGANI -GOREGAON ROAD, NEAR MATKA FACTORY AND SAI PRASAD","AUTORIKSHA SHOWROOM,",BADLAPUR,421503,-(+91)8975664497,,,True,1
SBL SPECIALTY COATINGS PRIVATE LIMITED,03AACCS9993B2Z9,"PLOT NO.A-2, FOCAL POINT,, DERABASSI",MOHALI,MOHALI,140507,,91 1762522101,,True,1
SCAN CHEMICALS,27ACXFS5828B1ZN,"41 SHEFALEE MAKARAND SOCIETY, VEER SAVARKAR MARG MAHIM",MUMBAI,MUMBAI,400016,4226062,9833375603,bskelkar@gmail.com,True,1
SCAN SURGICAL INDUSTRIES PVT.LTD,,"5,DURGA PRASD,, BAL GOVINDAS ROAD",DADAR,MUMBAI,400028,24301700-24226062,,,True,1
SCOPE LOGISTICS PVT.LTD.,27AAUCS8813L1ZG,"Godown No. 1, S.No. 433/1,, Chirner Road, At Post Vahal,","Tal. Panvel, Dist. Raigad",RAIGAD,410206,,7506712180,,True,1
SEACO ENTERPRISES,,"35 BOMBAY MUTUAL ANNEX BLDG, 4TH FLOOR, RUSTOM SIDHWA MARG,",FORT,MUMBAI,400001,22665386/22625876,,,True,1
SELCHEM INDIA,27AAGPS2901L1ZI,"605,OM MANGAL MOORTI,, SECTOR 6,","AIROLI,",NAVI MUMBAI,,91 22 64647722,+91 9820276875,satish@selchem.com,True,1
SENSAROME FRAGRANCES,24ACUFS8467K1Z4,"B 101, NEW SURYA APPT,,, BH PANCHVATI PETROL PUMP,","CG ROAD,,NAVRANGPURA,",AHMEDABAD,380006,,,,True,1
